id,total_count,total_length,total_density,count_residential,count_trunk,count_pedestrian,count_intersection,count_track,count_living_street,count_tertiary,count_secondary,count_primary,count_service,length_residential,length_trunk,length_pedestrian,length_intersection,length_track,length_living_street,length_tertiary,length_secondary,length_primary,length_service,density_residential,density_trunk,density_pedestrian,density_intersection,density_track,density_living_street,density_tertiary,density_secondary,density_primary,density_service
NG_2018_0,1.0,2192.44,49.15,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NG_2018_1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
NG_2018_10,438.0,100595.23,2257.43,390.0,0.0,0,0,1.0,0.0,10.0,5.0,0.0,16.0,69090.68,0.0,0,0,272.99,0.0,14345.5,7458.18,0.0,1455.04,1550.44,0.0,0,0,6.13,0.0,321.92,167.37,0.0,32.65
NG_2018_100,921.0,247158.18,5561.67,804.0,0.0,0,0,0.0,0.0,22.0,8.0,9.0,24.0,164017.69,0.0,0,0,0.0,0.0,13878.94,14263.02,14317.03,5785.79,3690.81,0.0,0,0,0.0,0.0,312.31,320.95,322.17,130.19
NG_2018_101,548.0,222598.06,5009.41,436.0,0.0,0,0,7.0,0.0,14.0,2.0,2.0,10.0,118479.4,0.0,0,0,2071.27,0.0,34046.55,12091.05,5469.57,1793.08,2666.3,0.0,0,0,46.61,0.0,766.19,272.1,123.09,40.35
NG_2018_102,2.0,300.65,6.77,0.0,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,300.65,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6.77,0.0,0.0
NG_2018_103,479.0,112332.5,2528.03,454.0,0.0,0,0,0.0,0.0,5.0,3.0,2.0,1.0,88770.38,0.0,0,0,0.0,0.0,6529.42,7098.76,1797.82,118.61,1997.77,0.0,0,0,0.0,0.0,146.94,159.76,40.46,2.67
NG_2018_104,639.0,211305.73,4755.56,568.0,0.0,0,0,0.0,0.0,6.0,2.0,0.0,6.0,135546.48,0.0,0,0,0.0,0.0,13599.81,5081.6,0.0,1325.92,3050.56,0.0,0,0,0.0,0.0,306.07,114.36,0.0,29.84
NG_2018_105,98.0,106213.02,2390.42,40.0,2.0,0,0,1.0,0.0,9.0,2.0,0.0,1.0,17415.12,9989.41,0,0,141.82,0.0,35469.52,1447.4,0.0,311.31,391.94,224.82,0,0,3.19,0.0,798.27,32.58,0.0,7.01
NG_2018_106,900.0,227193.11,5113.29,839.0,0.0,0,0,0.0,0.0,7.0,8.0,9.0,4.0,158917.93,0.0,0,0,0.0,0.0,12424.36,12720.44,7485.17,112.52,3576.66,0.0,0,0,0.0,0.0,279.63,286.29,168.46,2.53
NG_2018_107,277.0,88958.37,2002.14,249.0,0.0,0,0,2.0,0.0,5.0,1.0,0.0,3.0,44757.39,0.0,0,0,1292.35,0.0,10629.77,7810.84,0.0,182.78,1007.33,0.0,0,0,29.09,0.0,239.24,175.8,0.0,4.11
NG_2018_108,827.0,251063.25,5651.41,764.0,0.0,0,0,0.0,0.0,8.0,11.0,0.0,0.0,169706.05,0.0,0,0,0.0,0.0,18251.83,15785.31,0.0,0.0,3820.07,0.0,0,0,0.0,0.0,410.85,355.33,0.0,0.0
NG_2018_109,235.0,131293.35,2955.45,156.0,6.0,0,0,6.0,0.0,7.0,0.0,0.0,3.0,47553.81,5898.35,0,0,2869.24,0.0,17506.42,0.0,0.0,724.53,1070.45,132.77,0,0,64.59,0.0,394.07,0.0,0.0,16.31
NG_2018_11,151.0,58052.77,1302.76,125.0,0.0,0,0,1.0,0.0,0.0,7.0,0.0,3.0,26888.95,0.0,0,0,514.25,0.0,0.0,10815.46,0.0,710.59,603.41,0.0,0,0,11.54,0.0,0.0,242.71,0.0,15.95
NG_2018_110,302.0,98470.32,2216.6,257.0,0.0,0,0,0.0,0.0,8.0,8.0,2.0,6.0,53442.89,0.0,0,0,0.0,0.0,5847.98,12057.04,6842.9,885.94,1203.02,0.0,0,0,0.0,0.0,131.64,271.41,154.04,19.94
NG_2018_111,67.0,61445.3,1383.16,28.0,2.0,0,0,2.0,0.0,10.0,0.0,0.0,5.0,6475.8,13996.33,0,0,2325.5,0.0,25038.11,0.0,0.0,318.87,145.77,315.06,0,0,52.35,0.0,563.62,0.0,0.0,7.18
NG_2018_112,761.0,242384.03,5456.35,673.0,0.0,0,0,0.0,0.0,21.0,6.0,0.0,0.0,159971.88,0.0,0,0,0.0,0.0,26248.67,14544.93,0.0,0.0,3601.15,0.0,0,0,0.0,0.0,590.89,327.42,0.0,0.0
NG_2018_113,208.0,64135.28,1443.85,183.0,0.0,0,0,1.0,0.0,0.0,5.0,0.0,3.0,29258.67,0.0,0,0,3066.53,0.0,0.0,6343.23,0.0,347.95,658.69,0.0,0,0,69.04,0.0,0.0,142.8,0.0,7.83
NG_2018_114,308.0,100778.5,2268.93,250.0,0.0,0,0,0.0,0.0,13.0,4.0,0.0,26.0,56132.96,0.0,0,0,0.0,0.0,13841.53,12071.76,0.0,3690.96,1263.78,0.0,0,0,0.0,0.0,311.63,271.78,0.0,83.1
NG_2018_115,38.0,37808.8,851.28,11.0,10.0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,2103.62,14009.07,0,0,0.0,0.0,10437.74,0.0,0.0,0.0,47.36,315.42,0,0,0.0,0.0,235.01,0.0,0.0,0.0
