cafe,hospital,clothes,museum,comms_tower,waste_basket,recycling,camera_surveillance,courthouse,swimming_pool,university,doctors,bench,car_dealership,bicycle_shop,post_office,graveyard,car_wash,public_building,atm,sports_shop,shoe_shop,sports_centre,prison,community_centre,computer_shop,mall,hotel,pub,doityourself,drinking_water,embassy,fire_station,hairdresser,cinema,artwork,nightclub,chemist,memorial,water_well,school,optician,florist,travel_agent,outdoor_shop,pitch,post_box,pharmacy,beverages,supermarket,shelter,viewpoint,camp_site,car_rental,guesthouse,toy_shop,gift_shop,department_store,greengrocer,food_court,monument,fountain,fast_food,stadium,bookshop,water_works,kiosk,convenience,bakery,kindergarten,chalet,bar,restaurant,tower,furniture_shop,college,jeweller,beauty_shop,theatre,mobile_phone_shop,hostel,motel,dentist,track,playground,tourist_info,police,picnic_site,veterinary,bank,others,stationery,butcher,park,toilet,library,telephone,laundry,attraction,town_hall,water_tower,id
1.0,4.0,0,0,0,0.0,0.0,0,2.0,0,0.0,4.0,0.0,0,0,0.0,0,2.0,4.0,0.0,0,0,0,0.0,3.0,0,0,0,0.0,0,0.0,6.0,0.0,0,2.0,0,2.0,0,0,0,248.0,0,0,0,0,0,0,19.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,3.0,0,6.0,8.0,0.0,0,2.0,0,0,0.0,0,0,0,0.0,0,0,0,6.0,0,0.0,7.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_135
1.0,1.0,0,0,0,0.0,0.0,0,2.0,0,0.0,1.0,0.0,0,0,0.0,0,1.0,3.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,2.0,0,1.0,0,0,0,143.0,0,0,0,0,0,0,6.0,0,0,0.0,0,0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,2.0,0,5.0,2.0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,0,0,4.0,0,0.0,6.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_136
1.0,1.0,0,0,0,0.0,0.0,0,2.0,0,0.0,1.0,0.0,0,0,0.0,0,1.0,3.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,2.0,0,1.0,0,0,0,126.0,0,0,0,0,0,0,5.0,0,0,0.0,0,0,1.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,2.0,0,4.0,2.0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,0,0,4.0,0,0.0,6.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_137
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,10.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_138
1.0,4.0,0,0,0,0.0,0.0,0,2.0,0,0.0,3.0,0.0,0,0,0.0,0,2.0,4.0,0.0,0,0,0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0,2.0,0,2.0,0,0,0,221.0,0,0,0,0,0,0,13.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,3.0,0,4.0,6.0,0.0,0,1.0,0,0,0.0,0,0,0,0.0,0,0,0,5.0,0,0.0,6.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_139
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,5.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_14
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,2.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_140
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,6.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_141
0.0,5.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,2.0,0,1.0,0.0,0.0,0,0,0,0.0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0,0,0,25.0,0,0,0,0,0,0,5.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,1.0,0,3.0,6.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,4.0,0,0.0,5.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_142
0.0,1.0,0,0,0,0.0,0.0,0,0.0,0,0.0,2.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,42.0,0,0,0,0,0,0,3.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_143
0.0,6.0,0,0,0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0,2.0,0,0.0,3.0,0.0,0,0,0,0.0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0,0,0,32.0,0,0,0,0,0,0,9.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,2.0,0,4.0,6.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,4.0,0,0.0,6.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_144
0.0,6.0,0,0,0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0,0,2.0,0,0.0,3.0,0.0,0,0,0,0.0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0,1.0,0,0.0,0,0,0,32.0,0,0,0,0,0,0,9.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,2.0,0,4.0,6.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,4.0,0,0.0,6.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_145
0.0,7.0,0,0,0,0.0,0.0,0,1.0,0,0.0,1.0,0.0,0,0,2.0,0,0.0,3.0,0.0,0,0,0,0.0,2.0,0,0,0,1.0,0,0.0,0.0,1.0,0,1.0,0,0.0,0,0,0,37.0,0,0,0,0,0,0,13.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,3.0,0,5.0,6.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,5.0,0,0.0,6.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_146
0.0,7.0,0,0,0,0.0,0.0,0,1.0,0,0.0,1.0,0.0,0,0,2.0,0,0.0,3.0,0.0,0,0,0,0.0,2.0,0,0,0,1.0,0,0.0,0.0,1.0,0,1.0,0,0.0,0,0,0,38.0,0,0,0,0,0,0,12.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,3.0,0,5.0,6.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,5.0,0,0.0,6.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_147
0.0,7.0,0,0,0,0.0,0.0,0,1.0,0,0.0,1.0,0.0,0,0,2.0,0,0.0,3.0,0.0,0,0,0,0.0,2.0,0,0,0,1.0,0,0.0,0.0,1.0,0,1.0,0,0.0,0,0,0,38.0,0,0,0,0,0,0,12.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,3.0,0,5.0,6.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,5.0,0,0.0,6.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_148
0.0,6.0,0,0,0,0.0,0.0,0,1.0,0,0.0,1.0,0.0,0,0,1.0,0,0.0,3.0,0.0,0,0,0,0.0,2.0,0,0,0,1.0,0,0.0,0.0,1.0,0,1.0,0,0.0,0,0,0,39.0,0,0,0,0,0,0,11.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,3.0,0,5.0,3.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,5.0,0,0.0,6.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_149
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,2.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_15
0.0,7.0,0,0,0,0.0,0.0,0,1.0,0,0.0,1.0,0.0,0,0,2.0,0,0.0,3.0,0.0,0,0,0,0.0,2.0,0,0,0,1.0,0,0.0,0.0,1.0,0,1.0,0,0.0,0,0,0,38.0,0,0,0,0,0,0,12.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,1.0,0,0,0,0,0,0,3.0,0,5.0,4.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,5.0,0,0.0,6.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_150
0.0,2.0,0,0,0,0.0,0.0,0,1.0,0,0.0,1.0,0.0,0,0,1.0,0,0.0,3.0,0.0,0,0,0,0.0,2.0,0,0,0,1.0,0,0.0,0.0,1.0,0,1.0,0,0.0,0,0,0,29.0,0,0,0,0,0,0,10.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,3.0,0,5.0,3.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,5.0,0,0.0,6.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_151
0.0,2.0,0,0,0,0.0,0.0,0,1.0,0,0.0,1.0,0.0,0,0,1.0,0,0.0,3.0,0.0,0,0,0,0.0,2.0,0,0,0,1.0,0,0.0,0.0,1.0,0,1.0,0,0.0,0,0,0,29.0,0,0,0,0,0,0,10.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,3.0,0,5.0,3.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,5.0,0,0.0,6.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_152
0.0,1.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,34.0,0,0,0,0,0,0,3.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,3.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,2.0,0,0.0,4.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_153
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_154
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_155
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,2.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_156
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,7.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_157
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_158
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,2.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_159
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,7.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_16
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,26.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,3.0,0,0.0,2.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_160
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,26.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,3.0,0,0.0,2.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_161
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_162
0.0,1.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,3.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_163
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,3.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_164
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_165
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,9.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_166
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,9.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_167
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,5.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_168
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,15.0,0,0,0,0,0,0,3.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,3.0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_169
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,7.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_17
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,15.0,0,0,0,0,0,0,3.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,3.0,0,0.0,1.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_170
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,4.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_171
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,7.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_172
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_173
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,4.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_174
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,2.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,4.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_175
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,3.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,MLI_2019_176
