id,total_count,total_length,total_density,count_tertiary,count_trunk,count_residential,count_pedestrian,count_intersection,count_secondary,count_living_street,count_track,count_service,count_primary,length_tertiary,length_trunk,length_residential,length_pedestrian,length_intersection,length_secondary,length_living_street,length_track,length_service,length_primary,density_tertiary,density_trunk,density_residential,density_pedestrian,density_intersection,density_secondary,density_living_street,density_track,density_service,density_primary
MLI_2019_369,409.0,91920.27,2198.96,12.0,0.0,371.0,0.0,0,0.0,0.0,9.0,4.0,2.0,9704.59,0.0,70406.1,0.0,0,0.0,0.0,2464.86,159.95,3205.09,232.16,0.0,1684.28,0.0,0,0.0,0.0,58.97,3.83,76.67
MLI_2019_37,471.0,217633.47,5047.11,5.0,2.0,432.0,0.0,0,0.0,0.0,0.0,6.0,2.0,9674.39,7551.27,172591.78,0.0,0,0.0,0.0,0.0,1291.11,5388.81,224.36,175.12,4002.55,0.0,0,0.0,0.0,0.0,29.94,124.97
MLI_2019_370,412.0,97755.74,2338.72,14.0,0.0,371.0,0.0,0,0.0,0.0,9.0,4.0,2.0,12343.23,0.0,70406.1,0.0,0,0.0,0.0,2464.86,159.95,709.96,295.3,0.0,1684.4,0.0,0,0.0,0.0,58.97,3.83,16.99
MLI_2019_371,385.0,94077.23,2251.21,11.0,0.0,344.0,0.0,0,0.0,0.0,8.0,4.0,2.0,9418.88,0.0,60675.7,0.0,0,0.0,0.0,1112.93,159.95,2086.14,225.39,0.0,1451.93,0.0,0,0.0,0.0,26.63,3.83,49.92
MLI_2019_372,46.0,67147.53,1606.93,0.0,0.0,14.0,0.0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2861.17,0.0,0,0.0,0.0,10299.9,0.0,0.0,0.0,0.0,68.47,0.0,0,0.0,0.0,246.49,0.0,0.0
MLI_2019_373,16.0,21613.91,517.25,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4435.33,0.0,6680.31,0.0,0.0,0.0,0.0,0,0.0,0.0,106.14,0.0,159.87
MLI_2019_374,14.0,26734.72,639.93,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8617.98,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,206.28
MLI_2019_375,22.0,24866.2,595.39,0.0,0.0,9.0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1841.28,0.0,0,0.0,0.0,6265.85,0.0,0.0,0.0,0.0,44.09,0.0,0,0.0,0.0,150.03,0.0,0.0
MLI_2019_376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_377,52.0,72908.92,1746.26,0.0,0.0,18.0,0.0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2601.61,0.0,0,0.0,0.0,14986.97,0.0,0.0,0.0,0.0,62.31,0.0,0,0.0,0.0,358.96,0.0,0.0
MLI_2019_378,17.0,18120.79,434.09,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_379,105.0,39561.56,948.19,0.0,0.0,12.0,0.0,0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3577.57,0.0,0,6601.42,0.0,6310.65,0.0,0.0,0.0,0.0,85.75,0.0,0,158.22,0.0,151.25,0.0,0.0
MLI_2019_38,471.0,215471.09,4997.03,5.0,2.0,432.0,0.0,0,0.0,0.0,0.0,5.0,2.0,10403.87,7004.22,172551.22,0.0,0,0.0,0.0,0.0,1255.85,6139.97,241.28,162.44,4001.67,0.0,0,0.0,0.0,0.0,29.12,142.39
MLI_2019_380,105.0,38687.21,927.24,0.0,0.0,12.0,0.0,0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3577.57,0.0,0,6604.66,0.0,5488.68,0.0,0.0,0.0,0.0,85.75,0.0,0,158.3,0.0,131.55,0.0,0.0
MLI_2019_381,105.0,38264.7,917.12,0.0,0.0,12.0,0.0,0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3577.57,0.0,0,6609.0,0.0,5136.96,0.0,0.0,0.0,0.0,85.75,0.0,0,158.4,0.0,123.12,0.0,0.0
MLI_2019_382,1.0,8053.73,193.05,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_384,50.0,34723.49,832.65,0.0,0.0,23.0,0.0,0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,4436.49,0.0,0,0.0,0.0,5946.03,0.0,8731.42,0.0,0.0,106.38,0.0,0,0.0,0.0,142.58,0.0,209.37
MLI_2019_385,1.0,4009.66,96.19,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_386,24.0,17170.82,411.94,0.0,0.0,5.0,0.0,0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,376.31,0.0,0,0.0,0.0,2303.37,0.0,5695.79,0.0,0.0,9.03,0.0,0,0.0,0.0,55.26,0.0,136.65
MLI_2019_387,4.0,16926.25,406.4,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6899.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,165.64,0.0,0.0
MLI_2019_388,6.0,10654.59,255.87,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_389,15.0,17537.52,421.17,0.0,0.0,0.0,0.0,0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7570.58,0.0,6613.27,0.0,0.0,0.0,0.0,0.0,0.0,0,181.81,0.0,158.82,0.0,0.0
MLI_2019_39,9.0,13779.36,319.62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_390,5.0,2077.11,49.88,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_391,103.0,56741.73,1362.77,0.0,0.0,85.0,0.0,0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,32648.77,0.0,0,4038.58,0.0,4055.28,0.0,6663.69,0.0,0.0,784.13,0.0,0,97.0,0.0,97.4,0.0,160.04
MLI_2019_392,160.0,96460.12,2317.33,0.0,0.0,135.0,0.0,0,2.0,0.0,8.0,0.0,4.0,0.0,0.0,56258.52,0.0,0,3423.65,0.0,12150.2,0.0,6953.11,0.0,0.0,1351.54,0.0,0,82.25,0.0,291.89,0.0,167.04
MLI_2019_393,17.0,12370.42,297.28,0.0,0.0,6.0,0.0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2321.41,0.0,0,0.0,0.0,5934.44,0.0,0.0,0.0,0.0,55.79,0.0,0,0.0,0.0,142.61,0.0,0.0
MLI_2019_394,232.0,152417.35,3663.18,0.0,0.0,50.0,0.0,0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,10849.57,0.0,0,0.0,0.0,62778.75,0.0,0.0,0.0,0.0,260.76,0.0,0,0.0,0.0,1508.82,0.0,0.0
MLI_2019_395,5.0,12370.58,297.56,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4270.34,0.0,8100.24,0.0,0.0,0.0,0.0,0,0.0,0.0,102.72,0.0,194.84
MLI_2019_396,17.0,24628.51,592.43,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_397,9.0,14025.14,337.43,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7617.68,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,183.27
MLI_2019_398,4.0,8850.06,212.93,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_399,37.0,41497.14,998.46,0.0,0.0,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6700.54,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.22,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_4,10.0,24117.34,556.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_40,34.0,40261.19,934.26,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_400,1.0,773.56,18.62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_401,181.0,113352.01,2729.33,7.0,0.0,153.0,0.0,0,10.0,0.0,5.0,2.0,0.0,8911.5,0.0,81422.6,0.0,0,8981.1,0.0,7997.4,570.73,0.0,214.57,0.0,1960.52,0.0,0,216.25,0.0,192.56,13.74,0.0
MLI_2019_402,7.0,12548.59,302.16,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3649.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,87.87,0.0,0.0,0.0,0.0
MLI_2019_403,8.0,21984.91,529.41,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,7437.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,179.09,0.0,0.0
MLI_2019_404,181.0,115346.14,2777.64,7.0,0.0,153.0,0.0,0,8.0,0.0,7.0,2.0,0.0,7683.54,0.0,82073.76,0.0,0,8171.51,0.0,11251.1,570.73,0.0,185.03,0.0,1976.41,0.0,0,196.78,0.0,270.94,13.74,0.0
MLI_2019_405,178.0,112944.83,2719.95,5.0,0.0,153.0,0.0,0,8.0,0.0,7.0,2.0,0.0,5616.52,0.0,82073.76,0.0,0,7277.52,0.0,11075.15,570.73,0.0,135.26,0.0,1976.51,0.0,0,175.26,0.0,266.71,13.74,0.0
MLI_2019_406,7.0,16953.56,408.28,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1965.33,0.0,7948.78,0.0,0.0,0.0,0.0,0,0.0,0.0,47.33,0.0,191.42
MLI_2019_407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_408,178.0,112699.41,2714.06,5.0,0.0,153.0,0.0,0,8.0,0.0,7.0,2.0,0.0,5541.42,0.0,82073.76,0.0,0,7103.23,0.0,11029.79,570.73,0.0,133.45,0.0,1976.52,0.0,0,171.06,0.0,265.62,13.74,0.0
MLI_2019_409,178.0,112877.36,2718.35,5.0,0.0,153.0,0.0,0,8.0,0.0,7.0,2.0,0.0,5609.82,0.0,82073.76,0.0,0,7136.94,0.0,10855.8,570.73,0.0,135.1,0.0,1976.53,0.0,0,171.87,0.0,261.43,13.74,0.0
MLI_2019_41,4.0,12134.73,281.62,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_410,178.0,113086.18,2723.39,5.0,0.0,153.0,0.0,0,8.0,0.0,7.0,2.0,0.0,5608.65,0.0,82073.76,0.0,0,7267.25,0.0,10580.26,570.73,0.0,135.07,0.0,1976.53,0.0,0,175.01,0.0,254.8,13.74,0.0
MLI_2019_411,178.0,113058.36,2722.71,5.0,0.0,153.0,0.0,0,8.0,0.0,7.0,2.0,0.0,5607.99,0.0,82073.76,0.0,0,7243.99,0.0,10558.91,570.73,0.0,135.05,0.0,1976.53,0.0,0,174.45,0.0,254.28,13.74,0.0
MLI_2019_412,178.0,112791.52,2716.29,5.0,0.0,153.0,0.0,0,8.0,0.0,7.0,2.0,0.0,5605.42,0.0,82073.76,0.0,0,7044.42,0.0,10814.89,570.73,0.0,134.99,0.0,1976.54,0.0,0,169.65,0.0,260.45,13.74,0.0
MLI_2019_413,178.0,112834.93,2717.34,5.0,0.0,153.0,0.0,0,8.0,0.0,7.0,2.0,0.0,5606.92,0.0,82073.76,0.0,0,7615.01,0.0,9127.13,570.73,0.0,135.03,0.0,1976.54,0.0,0,183.39,0.0,219.8,13.74,0.0
MLI_2019_414,179.0,112304.05,2704.59,5.0,0.0,153.0,0.0,0,8.0,0.0,8.0,2.0,0.0,5366.7,0.0,82073.76,0.0,0,6647.35,0.0,10818.84,570.73,0.0,129.24,0.0,1976.56,0.0,0,160.09,0.0,260.55,13.74,0.0
MLI_2019_415,169.0,113330.08,2729.43,5.0,0.0,148.0,0.0,0,2.0,0.0,8.0,2.0,0.0,5646.47,0.0,81061.26,0.0,0,6927.61,0.0,8990.72,570.73,0.0,135.99,0.0,1952.27,0.0,0,166.84,0.0,216.53,13.75,0.0
MLI_2019_416,67.0,52059.33,1253.85,4.0,0.0,31.0,0.0,0,1.0,0.0,3.0,2.0,0.0,3239.84,0.0,16291.38,0.0,0,8531.58,0.0,4409.22,2277.84,0.0,78.03,0.0,392.38,0.0,0,205.48,0.0,106.2,54.86,0.0
MLI_2019_417,67.0,53106.9,1279.12,4.0,0.0,31.0,0.0,0,1.0,0.0,3.0,2.0,0.0,3333.97,0.0,16291.38,0.0,0,8795.35,0.0,4764.18,2277.84,0.0,80.3,0.0,392.39,0.0,0,211.84,0.0,114.75,54.86,0.0
MLI_2019_418,9.0,10351.17,249.33,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,239.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.77,0.0,0.0
MLI_2019_419,10.0,34133.06,822.27,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13121.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,316.11,0.0,0.0
MLI_2019_42,8.0,16409.9,380.94,0.0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3489.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,81.02,0.0,0.0,0.0,0.0
MLI_2019_420,1.0,2354.45,56.74,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_421,1.0,737.52,17.78,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_422,3.0,7646.16,184.31,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,20.98,7625.18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.51,183.81
MLI_2019_423,5.0,11243.98,271.04,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_424,5.0,15568.73,375.49,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6764.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,163.15,0.0,0.0,0.0,0.0
MLI_2019_425,1.0,564.05,13.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_428,2.0,7631.93,184.22,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_429,31.0,19245.41,464.55,0.0,0.0,24.0,0.0,0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,4603.7,0.0,0,0.0,0.0,7749.53,0.0,6892.17,0.0,0.0,111.13,0.0,0,0.0,0.0,187.06,0.0,166.37
MLI_2019_43,72.0,46858.72,1088.75,2.0,0.0,59.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11574.89,0.0,17807.2,0.0,0,0.0,0.0,0.0,0.0,0.0,268.94,0.0,413.75,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_430,10.0,24620.36,594.49,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_431,88.0,36488.92,881.12,0.0,0.0,27.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4625.21,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.69,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_432,8.0,23200.46,560.33,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_433,326.0,153712.44,3713.02,2.0,0.0,129.0,0.0,0,0.0,0.0,112.0,52.0,13.0,6686.05,0.0,41188.33,0.0,0,0.0,0.0,52164.6,18815.14,9845.39,161.51,0.0,994.93,0.0,0,0.0,0.0,1260.07,454.49,237.82
MLI_2019_434,218.0,54550.66,1317.71,0.0,0.0,167.0,0.0,0,0.0,0.0,43.0,3.0,0.0,0.0,0.0,27898.71,0.0,0,0.0,0.0,20899.19,286.1,0.0,0.0,0.0,673.91,0.0,0,0.0,0.0,504.84,6.91,0.0
MLI_2019_435,798.0,275570.58,6658.56,32.0,0.0,546.0,0.0,0,0.0,0.0,77.0,49.0,21.0,18700.99,0.0,182396.06,0.0,0,0.0,0.0,27240.98,9244.11,14508.25,451.87,0.0,4407.2,0.0,0,0.0,0.0,658.22,223.36,350.56
MLI_2019_436,948.0,351097.56,8484.08,42.0,0.0,614.0,1.0,0,0.0,0.0,119.0,70.0,30.0,22890.77,0.0,219291.95,255.65,0,0.0,0.0,45256.72,22950.56,16547.81,553.14,0.0,5299.07,6.18,0,0.0,0.0,1093.6,554.59,399.87
MLI_2019_437,947.0,351485.96,8493.48,42.0,0.0,614.0,1.0,0,0.0,0.0,119.0,70.0,29.0,22897.84,0.0,219607.24,255.65,0,0.0,0.0,45321.18,22945.88,16548.1,553.31,0.0,5306.7,6.18,0,0.0,0.0,1095.16,554.48,399.88
MLI_2019_438,207.0,109009.76,2634.16,0.0,0.0,159.0,0.0,0,4.0,0.0,35.0,0.0,0.0,0.0,0.0,64876.97,0.0,0,8628.19,0.0,17215.12,0.0,0.0,0.0,0.0,1567.72,0.0,0,208.5,0.0,415.99,0.0,0.0
MLI_2019_439,206.0,107143.05,2589.16,0.0,0.0,159.0,0.0,0,4.0,0.0,34.0,0.0,0.0,0.0,0.0,64876.97,0.0,0,8462.93,0.0,16134.41,0.0,0.0,0.0,0.0,1567.78,0.0,0,204.51,0.0,389.9,0.0,0.0
MLI_2019_44,7.0,27241.66,633.11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_440,206.0,106932.63,2584.09,0.0,0.0,159.0,0.0,0,4.0,0.0,34.0,0.0,0.0,0.0,0.0,64876.97,0.0,0,8456.74,0.0,15946.14,0.0,0.0,0.0,0.0,1567.79,0.0,0,204.36,0.0,385.35,0.0,0.0
MLI_2019_441,206.0,106059.64,2563.02,0.0,0.0,159.0,0.0,0,4.0,0.0,34.0,0.0,0.0,0.0,0.0,64876.97,0.0,0,8389.23,0.0,15331.34,0.0,0.0,0.0,0.0,1567.81,0.0,0,202.73,0.0,370.49,0.0,0.0
MLI_2019_442,985.0,375273.83,9069.43,44.0,0.0,644.0,1.0,0,0.0,0.0,130.0,62.0,25.0,23584.66,0.0,234654.59,255.65,0,0.0,0.0,58808.93,18339.88,16319.56,569.98,0.0,5671.01,6.18,0,0.0,0.0,1421.26,443.23,394.4
MLI_2019_443,203.0,102136.74,2468.4,0.0,0.0,159.0,0.0,0,4.0,0.0,31.0,0.0,0.0,0.0,0.0,64876.97,0.0,0,7542.44,0.0,13747.22,0.0,0.0,0.0,0.0,1567.92,0.0,0,182.28,0.0,332.24,0.0,0.0
MLI_2019_444,949.0,353952.07,8554.28,44.0,0.0,642.0,1.0,0,0.0,0.0,107.0,52.0,25.0,23254.58,0.0,234839.14,255.65,0,0.0,0.0,45206.03,13878.62,15247.12,562.01,0.0,5675.57,6.18,0,0.0,0.0,1092.53,335.42,368.49
MLI_2019_445,905.0,340397.37,8227.14,43.0,0.0,627.0,1.0,0,0.0,0.0,96.0,34.0,27.0,22912.9,0.0,227598.53,255.65,0,0.0,0.0,43908.1,8365.22,15042.38,553.79,0.0,5500.88,6.18,0,0.0,0.0,1061.22,202.18,363.56
MLI_2019_446,1.0,2991.35,72.31,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2991.35,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,72.31,0.0,0.0
MLI_2019_447,211.0,100068.09,2419.45,5.0,0.0,171.0,0.0,0,0.0,0.0,15.0,0.0,6.0,6792.35,0.0,62244.66,0.0,0,0.0,0.0,12125.01,0.0,7224.78,164.23,0.0,1504.95,0.0,0,0.0,0.0,293.16,0.0,174.68
MLI_2019_448,72.0,43957.99,1062.95,1.0,0.0,52.0,0.0,0,0.0,0.0,7.0,0.0,6.0,6019.86,0.0,16150.54,0.0,0,0.0,0.0,5029.8,0.0,6953.18,145.57,0.0,390.54,0.0,0,0.0,0.0,121.63,0.0,168.13
MLI_2019_449,204.0,72269.37,1749.01,0.0,0.0,164.0,1.0,0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,50535.74,0.0,0,12699.66,0.0,1607.63,263.58,0.0,0.0,0.0,1223.03,0.0,0,307.35,0.0,38.91,6.38,0.0
MLI_2019_45,7.0,11429.08,265.68,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
MLI_2019_450,204.0,73319.89,1774.57,0.0,0.0,164.0,1.0,0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,50535.74,0.0,0,11638.61,0.0,1773.67,263.58,0.0,0.0,0.0,1223.13,0.0,0,281.69,0.0,42.93,6.38,0.0
MLI_2019_451,23.0,11441.01,276.92,0.0,0.0,12.0,0.0,0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1594.75,0.0,0,4829.65,0.0,3737.62,0.0,0.0,0.0,0.0,38.6,0.0,0,116.9,0.0,90.47,0.0,0.0
MLI_2019_452,4.0,8867.34,214.68,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,93.66,0.0,6837.52,0.0,0.0,0.0,0.0,0,0.0,0.0,2.27,0.0,165.53
MLI_2019_453,2.0,6375.32,154.39,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3853.43,0.0,2521.89,0.0,0.0,0.0,0.0,0.0,0.0,0,93.32,0.0,61.07,0.0,0.0
MLI_2019_454,1.0,222.81,5.4,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,222.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.4,0.0,0.0
MLI_2019_455,2.0,1327.08,32.17,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1327.08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32.17,0.0,0.0
MLI_2019_456,2.0,6881.46,166.82,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6881.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,166.82,0.0,0.0
MLI_2019_457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
