country,year,lat,lon,cons_pc,id,rural
NER,2011,11.8763562355,3.44539558073,3.476322541427726,NER_2011_0,urban
NER,2011,11.8774593727,3.4333712623,3.2637083128706483,NER_2011_1,urban
NER,2011,11.9552733372,3.58298821994,2.398741473837093,NER_2011_2,rural
NER,2011,12.2050272895,3.14321652665,1.5803490178050614,NER_2011_3,rural
NER,2011,12.6710373445,2.55967456216,2.212078541176964,NER_2011_4,rural
NER,2011,12.6974713221,3.60453368524,1.8454912337314842,NER_2011_5,rural
NER,2011,12.7548536487,3.47171741882,1.5054215253485186,NER_2011_6,rural
NER,2011,12.8011723269,3.83935115769,1.9735647362177968,NER_2011_7,rural
NER,2011,12.888135464,9.47110299412,2.322901085038267,NER_2011_8,rural
NER,2011,13.0214784879,8.9092087199,3.022533111867309,NER_2011_9,urban
NER,2011,13.0429277659,3.17597070983,4.475620615940117,NER_2011_10,urban
NER,2011,13.0484080158,3.20331516184,3.7871882597124653,NER_2011_11,urban
NER,2011,13.0495601002,9.55522212989,2.0162050818564348,NER_2011_12,rural
NER,2011,13.0678320513,2.90326809893,3.300542471304512,NER_2011_13,urban
NER,2011,13.1169314435,1.79826793707,3.6805416929182893,NER_2011_14,rural
NER,2011,13.134347774,7.21596809226,2.0138367422363097,NER_2011_15,rural
NER,2011,13.1517754009,2.6340096175,1.97385468328961,NER_2011_16,rural
NER,2011,13.1624291957,8.34196841238,2.507270428053529,NER_2011_17,rural
NER,2011,13.1715785527,2.84893258027,2.079398516337031,NER_2011_18,rural
NER,2011,13.197713866,12.3979222865,2.029947151823494,NER_2011_19,rural
NER,2011,13.2358731863,4.00381779983,1.582584072186013,NER_2011_20,rural
NER,2011,13.2433279041,8.55318825332,2.0026857729937,NER_2011_21,rural
NER,2011,13.250434343,6.75066140374,1.6420207784650067,NER_2011_22,rural
NER,2011,13.2931683189,4.08747643275,1.6418731832212499,NER_2011_23,rural
NER,2011,13.3011898832,12.6016505683,4.987070524986189,NER_2011_24,urban
NER,2011,13.3096739353,12.5182059174,2.894332951390216,NER_2011_25,rural
NER,2011,13.314078109,12.6128914302,4.095381445539675,NER_2011_26,urban
NER,2011,13.3270687385,12.0753991414,1.4255261078439574,NER_2011_27,rural
NER,2011,13.3453775009,12.5754808587,2.499945097278473,NER_2011_28,rural
NER,2011,13.3740088149,3.4961463603,1.640190085108979,NER_2011_29,rural
NER,2011,13.388412672,3.41414864456,1.8047735105144478,NER_2011_30,rural
NER,2011,13.3949194569,3.19397644517,1.8134743997479954,NER_2011_31,rural
NER,2011,13.3957575854,12.8033178224,2.037521727647489,NER_2011_32,rural
NER,2011,13.40758335,8.47225485594,3.187108172139668,NER_2011_33,urban
NER,2011,13.4532547008,10.8311795265,1.9980532722289879,NER_2011_34,rural
NER,2011,13.4588929063,11.301503997,1.9485519490937433,NER_2011_35,rural
NER,2011,13.4649274104,2.19250558659,4.136251500491055,NER_2011_36,urban
NER,2011,13.4666613254,3.98795550235,2.1881899651352623,NER_2011_37,rural
NER,2011,13.467075735,2.1459761243,5.896351283242697,NER_2011_38,urban
NER,2011,13.4713369618,2.18280045108,2.4181287618941743,NER_2011_39,urban
NER,2011,13.4717562355,2.18645891706,4.301546455755264,NER_2011_40,urban
NER,2011,13.4752054849,2.10558678308,4.922390366258292,NER_2011_41,urban
NER,2011,13.4759822385,2.17970239984,8.09237676199405,NER_2011_42,urban
NER,2011,13.4771827647,2.10070662042,6.816252931038422,NER_2011_43,urban
NER,2011,13.4796724575,2.13562242338,3.8030725253306596,NER_2011_44,urban
NER,2011,13.4803426598,2.10928466874,3.2435335632639344,NER_2011_45,urban
NER,2011,13.4807322996,2.10238019799,4.845205336903673,NER_2011_46,urban
NER,2011,13.481217421,2.13798907459,4.258661054635412,NER_2011_47,urban
NER,2011,13.4827289978,7.13537015844,3.80215150770995,NER_2011_48,urban
NER,2011,13.485035192,2.14625193724,3.6866726559686436,NER_2011_49,urban
NER,2011,13.4852677996,7.77539577312,2.4337722759076286,NER_2011_50,urban
NER,2011,13.4861909034,2.15084969967,3.610110236229945,NER_2011_51,urban
NER,2011,13.4864000407,2.14644133548,4.377753656604568,NER_2011_52,urban
NER,2011,13.4879194433,2.12653272952,3.6566801485735327,NER_2011_53,urban
NER,2011,13.4939041197,7.10106562835,3.9856873374022856,NER_2011_54,urban
NER,2011,13.4939365201,2.12028653593,7.046459526676799,NER_2011_55,urban
NER,2011,13.4956106384,2.0959543426,5.6986838113092695,NER_2011_56,urban
NER,2011,13.4967185223,2.13731220864,4.16762085337864,NER_2011_57,urban
NER,2011,13.4972852747,2.08750853213,6.047917671610058,NER_2011_58,urban
NER,2011,13.4974394828,2.12322220047,9.086209733987042,NER_2011_59,urban
NER,2011,13.4992925488,2.08109712981,5.223090560157706,NER_2011_60,urban
NER,2011,13.4994403382,2.07398804214,6.169577588349861,NER_2011_61,urban
NER,2011,13.5013089037,7.09169259305,2.370122125449818,NER_2011_62,urban
NER,2011,13.502425835,2.14144284511,6.655973578546781,NER_2011_63,urban
NER,2011,13.5051065539,7.10473335264,2.742649659627195,NER_2011_64,urban
