id,total_count,total_length,total_density,count_tertiary,count_trunk,count_pedestrian,count_secondary,count_service,count_track,count_residential,count_living_street,count_primary,count_intersection,length_tertiary,length_trunk,length_pedestrian,length_secondary,length_service,length_track,length_residential,length_living_street,length_primary,length_intersection,density_tertiary,density_trunk,density_pedestrian,density_secondary,density_service,density_track,density_residential,density_living_street,density_primary,density_intersection
UGA_2009_359,39.0,28656.22,639.07,6.0,10.0,0.0,4.0,1.0,0.0,6.0,0,0.0,0,2833.9,12865.94,0.0,3169.86,128.96,0.0,2499.36,0,0.0,0,63.2,286.93,0.0,70.69,2.88,0.0,55.74,0,0.0,0
UGA_2009_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_360,1.0,7665.24,170.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7665.24,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,170.95,0.0,0.0,0.0,0,0.0,0
UGA_2009_361,1.0,224.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_362,1.0,7051.82,157.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7051.82,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,157.27,0.0,0.0,0.0,0,0.0,0
UGA_2009_363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_364,1.0,3139.8,70.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3139.8,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,70.03,0.0,0.0,0.0,0,0.0,0
UGA_2009_365,1.0,7711.19,171.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7711.19,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,171.98,0.0,0.0,0.0,0,0.0,0
UGA_2009_366,6.0,22995.07,512.85,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,22995.07,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,512.85,0.0,0.0,0.0,0,0.0,0
UGA_2009_367,8.0,22820.09,508.96,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,22640.24,0.0,0.0,0.0,0,179.85,0,0.0,0.0,0.0,504.94,0.0,0.0,0.0,0,4.01,0
UGA_2009_368,1.0,7570.72,168.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7570.72,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,168.85,0.0,0.0,0.0,0,0.0,0
UGA_2009_369,2.0,10069.87,224.59,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,4651.97,0.0,5417.91,0.0,0.0,0.0,0,0.0,0,0.0,103.75,0.0,120.84,0.0,0.0,0.0,0,0.0,0
UGA_2009_37,1.0,6751.75,150.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6751.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,150.53,0
UGA_2009_370,1.0,7907.78,176.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7907.78,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,176.37,0.0,0.0,0.0,0,0.0,0
UGA_2009_371,1.0,7661.39,170.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7661.39,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,170.88,0.0,0.0,0.0,0,0.0,0
UGA_2009_372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_373,2.0,12597.78,280.98,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,8820.33,0.0,3777.45,0.0,0.0,0.0,0,0.0,0,0.0,196.73,0.0,84.25,0.0,0.0,0.0,0,0.0,0
UGA_2009_374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_378,1.0,968.79,21.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,968.79,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,21.61,0.0,0.0,0.0,0,0.0,0
UGA_2009_379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UGA_2009_38,1.0,5858.6,130.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5858.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,130.62,0
UGA_2009_380,1.0,6740.2,150.34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6740.2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,150.34,0.0,0.0,0.0,0,0.0,0
UGA_2009_381,1.0,699.54,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,699.54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15.6,0
