id,total_count,total_length,total_density,count_intersection,count_living_street,count_trunk,count_primary,count_pedestrian,count_track,count_tertiary,count_residential,count_service,count_secondary,length_intersection,length_living_street,length_trunk,length_primary,length_pedestrian,length_track,length_tertiary,length_residential,length_service,length_secondary,density_intersection,density_living_street,density_trunk,density_primary,density_pedestrian,density_track,density_tertiary,density_residential,density_service,density_secondary
TZA_2014_121,817.0,327287.31,7399.99,0,1.0,0.0,51.0,1.0,0.0,27.0,175.0,15.0,25.0,0,69.4,0.0,53402.06,66.43,0.0,21403.07,47997.66,4340.59,11194.21,0,1.57,0.0,1207.43,1.5,0.0,483.93,1085.23,98.14,253.1
TZA_2014_122,751.0,307497.24,6952.33,0,0.0,0.0,48.0,0.0,1.0,27.0,250.0,11.0,4.0,0,0.0,0.0,47885.85,0.0,442.2,24028.92,67020.01,5069.85,3374.61,0,0.0,0.0,1082.67,0.0,10.0,543.28,1515.28,114.63,76.3
TZA_2014_123,578.0,245616.06,5553.16,0,0.0,0.0,34.0,0.0,11.0,19.0,207.0,6.0,1.0,0,0.0,0.0,33643.02,0.0,2859.77,18948.31,57894.22,3000.99,1071.0,0,0.0,0.0,760.64,0.0,64.66,428.4,1308.94,67.85,24.21
TZA_2014_124,523.0,229665.95,5192.52,0,0.0,0.0,21.0,0.0,14.0,16.0,175.0,6.0,0.0,0,0.0,0.0,27042.73,0.0,4945.74,18779.51,56053.31,2415.81,0.0,0,0.0,0.0,611.41,0.0,111.82,424.59,1267.31,54.62,0.0
TZA_2014_125,552.0,234763.67,5307.77,0,0.0,0.0,21.0,0.0,13.0,19.0,200.0,5.0,1.0,0,0.0,0.0,30083.76,0.0,4894.82,19775.12,56745.03,2391.03,567.74,0,0.0,0.0,680.16,0.0,110.67,447.1,1282.95,54.06,12.84
TZA_2014_126,1180.0,354307.31,8010.36,0,1.0,0.0,57.0,1.0,2.0,43.0,312.0,43.0,29.0,0,69.4,0.0,56874.1,66.43,374.87,25482.32,91329.71,8988.16,12765.89,0,1.57,0.0,1285.84,1.5,8.48,576.12,2064.83,203.21,288.62
TZA_2014_127,803.0,247989.93,5606.69,0,0.0,0.0,25.0,0.0,14.0,20.0,161.0,10.0,0.0,0,0.0,0.0,28320.95,0.0,5415.61,19598.62,55960.35,2733.59,0.0,0,0.0,0.0,640.3,0.0,122.44,443.1,1265.18,61.8,0.0
TZA_2014_128,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA_2014_129,370.0,190724.14,4311.87,0,0.0,1.0,2.0,0.0,21.0,6.0,268.0,2.0,0.0,0,0.0,2673.07,4624.34,0.0,6360.08,6099.82,113514.37,3115.26,0.0,0,0.0,60.43,104.55,0.0,143.79,137.9,2566.32,70.43,0.0
TZA_2014_13,50.0,42086.83,971.6,0,0.0,2.0,0.0,0.0,0.0,4.0,39.0,3.0,2.0,0,0.0,7184.13,0.0,0.0,0.0,7545.71,21250.07,506.23,5600.7,0,0.0,165.85,0.0,0.0,0.0,174.2,490.57,11.69,129.3
TZA_2014_130,1474.0,345883.88,7819.63,0,0.0,0.0,50.0,0.0,13.0,46.0,403.0,33.0,0.0,0,0.0,0.0,42453.1,0.0,4932.0,29542.64,103365.7,6880.22,0.0,0,0.0,0.0,959.77,0.0,111.5,667.89,2336.86,155.55,0.0
TZA_2014_131,116.0,86190.33,1948.54,0,0.0,3.0,0.0,0.0,6.0,1.0,83.0,1.0,0.0,0,0.0,7322.63,0.0,0.0,995.62,1202.81,53490.23,12.1,0.0,0,0.0,165.55,0.0,0.0,22.51,27.19,1209.27,0.27,0.0
TZA_2014_132,1444.0,348550.69,7879.73,0,0.0,0.0,42.0,0.0,13.0,45.0,390.0,33.0,0.0,0,0.0,0.0,36844.63,0.0,4932.0,27038.47,109853.0,9455.33,0.0,0,0.0,0.0,832.95,0.0,111.5,611.26,2483.46,213.76,0.0
TZA_2014_133,470.0,221873.68,5015.92,0,0.0,17.0,0.0,0.0,7.0,1.0,344.0,11.0,38.0,0,0.0,11445.59,0.0,0.0,1966.98,2522.46,153180.64,2505.54,11242.33,0,0.0,258.75,0.0,0.0,44.47,57.03,3462.97,56.64,254.16
TZA_2014_134,676.0,261656.59,5915.3,0,1.0,0.0,36.0,1.0,8.0,43.0,354.0,33.0,29.0,0,69.4,0.0,34543.7,66.43,3845.66,29614.21,113212.04,5420.02,16304.14,0,1.57,0.0,780.93,1.5,86.94,669.49,2559.4,122.53,368.59
TZA_2014_135,356.0,191716.92,4334.11,0,0.0,1.0,2.0,0.0,19.0,0.0,289.0,2.0,0.0,0,0.0,3242.97,7541.06,0.0,4161.92,0.0,131190.39,3010.72,0.0,0,0.0,73.31,170.48,0.0,94.09,0.0,2965.8,68.06,0.0
TZA_2014_136,1490.0,364434.22,8238.7,0,0.0,0.0,40.0,0.0,13.0,44.0,446.0,37.0,1.0,0,0.0,0.0,35663.18,0.0,4932.0,26836.14,129894.33,10666.97,1551.61,0,0.0,0.0,806.23,0.0,111.5,606.68,2936.5,241.15,35.08
TZA_2014_137,1687.0,417234.07,9432.27,0,0.0,0.0,49.0,0.0,14.0,53.0,660.0,22.0,10.0,0,0.0,0.0,44493.06,0.0,5099.2,28797.24,192357.78,4968.77,3885.14,0,0.0,0.0,1005.84,0.0,115.28,651.01,4348.57,112.33,87.83
TZA_2014_138,1773.0,452339.58,10225.81,0,1.0,0.0,52.0,1.0,14.0,61.0,699.0,22.0,31.0,0,69.4,0.0,46787.09,66.43,5086.77,33203.41,209336.92,3454.25,10584.85,0,1.57,0.0,1057.69,1.5,114.99,750.61,4732.37,78.09,239.29
TZA_2014_139,1490.0,360962.96,8160.08,0,0.0,0.0,42.0,0.0,14.0,49.0,441.0,44.0,1.0,0,0.0,0.0,33786.0,0.0,5024.94,25985.01,132158.24,12239.38,2095.63,0,0.0,0.0,763.78,0.0,113.6,587.43,2987.63,276.69,47.37
TZA_2014_14,1.0,3167.63,73.12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA_2014_140,585.0,248615.69,5620.28,0,0.0,0.0,25.0,0.0,17.0,18.0,306.0,46.0,0.0,0,0.0,0.0,29463.44,0.0,3373.48,12414.2,107272.61,16146.35,0.0,0,0.0,0.0,666.06,0.0,76.26,280.64,2425.04,365.01,0.0
TZA_2014_141,116.0,89272.38,2018.1,0,0.0,3.0,0.0,0.0,2.0,1.0,89.0,1.0,0.0,0,0.0,7322.14,0.0,0.0,411.23,4208.84,54344.83,12.1,0.0,0,0.0,165.53,0.0,0.0,9.3,95.15,1228.53,0.27,0.0
TZA_2014_142,1774.0,439197.27,9928.45,0,1.0,0.0,46.0,0.0,15.0,55.0,750.0,39.0,12.0,0,211.68,0.0,39526.07,0.0,5482.2,29039.91,221870.19,6917.1,7209.49,0,4.79,0.0,893.52,0.0,123.93,656.47,5015.58,156.37,162.98
TZA_2014_143,51.0,57514.01,1300.13,0,0.0,2.0,0.0,0.0,1.0,1.0,29.0,0.0,0.0,0,0.0,7022.05,0.0,0.0,105.12,5658.45,22229.13,0.0,0.0,0,0.0,158.74,0.0,0.0,2.38,127.91,502.5,0.0,0.0
TZA_2014_144,175.0,103378.04,2336.91,0,0.0,14.0,0.0,0.0,2.0,1.0,117.0,12.0,9.0,0,0.0,8962.55,0.0,0.0,796.67,2416.31,68671.35,2160.32,6513.34,0,0.0,202.6,0.0,0.0,18.01,54.62,1552.35,48.83,147.24
TZA_2014_145,1534.0,372644.29,8423.6,0,1.0,0.0,30.0,0.0,8.0,43.0,686.0,44.0,15.0,0,211.68,0.0,30490.12,0.0,875.35,31901.92,205386.76,5647.98,8243.69,0,4.78,0.0,689.23,0.0,19.79,721.14,4642.75,127.67,186.35
TZA_2014_146,1794.0,439518.16,9935.22,0,1.0,8.0,33.0,0.0,20.0,47.0,807.0,51.0,17.0,0,211.68,2173.2,33551.14,0.0,6117.71,23830.82,240889.98,9579.46,9683.72,0,4.78,49.12,758.42,0.0,138.29,538.69,5445.27,216.54,218.9
TZA_2014_147,1775.0,433058.98,9789.15,0,1.0,8.0,38.0,0.0,21.0,43.0,772.0,61.0,17.0,0,211.68,2505.39,36342.71,0.0,6226.2,21880.43,225452.79,12176.27,10309.39,0,4.78,56.63,821.51,0.0,140.74,494.6,5096.29,275.24,233.04
TZA_2014_148,1488.0,366168.68,8277.12,0,0.0,8.0,24.0,0.0,23.0,40.0,526.0,55.0,8.0,0,0.0,2587.39,27479.05,0.0,6724.94,19465.17,169641.42,15888.23,6156.57,0,0.0,58.49,621.15,0.0,152.01,440.0,3834.69,359.15,139.17
TZA_2014_149,298.0,151662.31,3428.24,0,0.0,1.0,2.0,0.0,17.0,0.0,247.0,3.0,0.0,0,0.0,4587.65,5530.99,0.0,4890.43,0.0,109666.43,1011.37,0.0,0,0.0,103.7,125.02,0.0,110.55,0.0,2478.95,22.86,0.0
TZA_2014_15,37.0,41564.12,959.38,0,0.0,0.0,1.0,0.0,14.0,3.0,9.0,3.0,2.0,0,0.0,0.0,3596.04,0.0,7018.55,3673.23,7826.0,1018.95,9923.7,0,0.0,0.0,83.0,0.0,162.0,84.79,180.64,23.52,229.06
TZA_2014_150,1744.0,412809.35,9331.13,0,2.0,9.0,21.0,1.0,30.0,44.0,776.0,57.0,24.0,0,390.98,4452.44,23941.34,126.17,7694.06,22228.54,232901.28,10410.55,12132.63,0,8.84,100.64,541.17,2.85,173.92,502.45,5264.49,235.32,274.25
TZA_2014_151,186.0,117160.02,2648.27,0,0.0,8.0,0.0,0.0,4.0,0.0,149.0,9.0,0.0,0,0.0,7546.4,0.0,0.0,744.77,0.0,82672.04,2098.84,0.0,0,0.0,170.58,0.0,0.0,16.83,0.0,1868.71,47.44,0.0
TZA_2014_152,135.0,93547.92,2114.52,0,0.0,3.0,0.0,0.0,5.0,1.0,108.0,1.0,0.0,0,0.0,7322.29,0.0,0.0,2708.5,3380.35,60718.88,12.1,0.0,0,0.0,165.51,0.0,0.0,61.22,76.41,1372.47,0.27,0.0
TZA_2014_153,1217.0,330142.54,7462.28,0,1.0,9.0,24.0,0.0,22.0,25.0,506.0,60.0,21.0,0,179.3,6364.69,17608.75,0.0,4772.92,13237.28,181145.73,19025.96,8896.71,0,4.05,143.86,398.01,0.0,107.88,299.21,4094.47,430.05,201.09
TZA_2014_154,1150.0,338075.62,7641.42,0,2.0,8.0,9.0,1.0,33.0,27.0,751.0,108.0,30.0,0,390.98,1552.9,9867.39,126.17,6360.36,30278.49,225419.69,12759.28,14239.3,0,8.84,35.1,223.03,2.85,143.76,684.38,5095.09,288.39,321.85
TZA_2014_155,477.0,195529.11,4419.28,0,0.0,13.0,9.0,0.0,14.0,10.0,330.0,31.0,8.0,0,0.0,10219.29,4654.19,0.0,4268.73,7328.38,127744.95,7078.93,5311.65,0,0.0,230.97,105.19,0.0,96.48,165.63,2887.25,160.0,120.05
TZA_2014_156,86.0,64248.95,1452.13,0,0.0,0.0,0.0,0.0,4.0,1.0,65.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2180.94,8452.33,39528.79,0.0,0.0,0,0.0,0.0,0.0,0.0,49.29,191.04,893.42,0.0,0.0
TZA_2014_157,3.0,15323.85,346.34,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7102.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,160.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA_2014_158,467.0,187822.73,4244.82,0,1.0,17.0,0.0,0.0,28.0,1.0,335.0,15.0,16.0,0,179.3,13783.89,0.0,0.0,4994.62,73.73,129209.87,3276.03,8077.01,0,4.05,311.52,0.0,0.0,112.88,1.67,2920.16,74.04,182.54
TZA_2014_159,1.0,4107.23,92.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA_2014_16,176.0,105659.09,2438.29,0,2.0,1.0,3.0,0.0,2.0,9.0,152.0,2.0,0.0,0,1067.23,2350.21,6392.24,0.0,3482.54,21713.19,67471.97,434.05,0.0,0,24.63,54.24,147.51,0.0,80.37,501.07,1557.05,10.02,0.0
TZA_2014_160,2.0,5531.46,125.01,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5531.46,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,125.01,0.0,0.0,0.0,0.0,0.0,0.0
TZA_2014_161,10.0,23248.02,525.38,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,0.0,7065.2,0.0,0.0,0.0,0.0,1063.38,0.0,7827.53,0,0.0,159.67,0.0,0.0,0.0,0.0,24.03,0.0,176.89
TZA_2014_162,83.0,69376.27,1567.61,0,0.0,6.0,0.0,0.0,1.0,4.0,63.0,4.0,0.0,0,0.0,9690.58,0.0,0.0,591.48,3713.19,41172.35,2100.88,0.0,0,0.0,218.97,0.0,0.0,13.36,83.9,930.32,47.47,0.0
TZA_2014_163,75.0,74459.51,1682.29,0,0.0,6.0,0.0,0.0,1.0,3.0,51.0,4.0,0.0,0,0.0,11281.29,0.0,0.0,591.48,5149.0,38561.13,4149.93,0.0,0,0.0,254.88,0.0,0.0,13.36,116.33,871.22,93.76,0.0
TZA_2014_164,1.0,2241.8,50.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA_2014_165,66.0,69950.14,1580.34,0,0.0,8.0,0.0,0.0,1.0,1.0,42.0,4.0,0.0,0,0.0,9859.61,0.0,0.0,1690.05,921.36,34443.87,4149.93,0.0,0,0.0,222.75,0.0,0.0,38.18,20.82,778.17,93.76,0.0
TZA_2014_166,9.0,15928.61,359.76,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8352.32,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,188.64,0.0,0.0
TZA_2014_167,128.0,70573.94,1593.17,0,0.0,0.0,3.0,0.0,26.0,6.0,71.0,2.0,3.0,0,0.0,0.0,9797.51,0.0,8794.61,6134.97,29933.69,478.63,4182.9,0,0.0,0.0,221.17,0.0,198.53,138.49,675.74,10.8,94.43
TZA_2014_168,14.0,13286.04,299.92,0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,8.0,0,0.0,0.0,0.0,0.0,3974.81,0.0,1931.95,0.0,7379.28,0,0.0,0.0,0.0,0.0,89.73,0.0,43.61,0.0,166.58
TZA_2014_169,2.0,9596.16,216.56,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,7363.14,0.0,0.0,0.0,0.0,0.0,2233.02,0,0.0,0.0,166.17,0.0,0.0,0.0,0.0,0.0,50.39
TZA_2014_17,203.0,125659.94,2899.69,0,2.0,1.0,3.0,0.0,4.0,10.0,176.0,2.0,0.0,0,1067.23,3258.23,8313.89,0.0,4398.29,22480.5,82018.83,871.26,0.0,0,24.63,75.19,191.85,0.0,101.49,518.75,1892.64,20.1,0.0
TZA_2014_170,241.0,90437.87,2040.75,0,11.0,0.0,18.0,0.0,0.0,2.0,205.0,2.0,2.0,0,4034.09,0.0,10795.04,0.0,0.0,4068.1,64679.89,173.84,5599.28,0,91.03,0.0,243.59,0.0,0.0,91.8,1459.52,3.92,126.35
TZA_2014_171,2.0,8329.3,187.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6947.08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.73
TZA_2014_172,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TZA_2014_173,31.0,35622.38,803.44,0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,1.0,5.0,0,0.0,0.0,3167.3,0.0,107.3,7182.57,4466.63,135.86,10014.66,0,0.0,0.0,71.44,0.0,2.42,162.0,100.74,3.06,225.87
TZA_2014_174,50.0,42909.11,967.76,0,0.0,0.0,1.0,0.0,1.0,2.0,30.0,1.0,5.0,0,0.0,0.0,1559.16,0.0,107.3,4766.6,15280.89,135.86,12008.25,0,0.0,0.0,35.16,0.0,2.42,107.5,344.64,3.06,270.83
TZA_2014_175,2.0,9268.05,209.03,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,7136.56,0.0,0.0,2131.49,0.0,0.0,0.0,0,0.0,0.0,160.95,0.0,0.0,48.07,0.0,0.0,0.0
TZA_2014_176,58.0,55549.45,1252.81,0,0.0,0.0,1.0,0.0,1.0,4.0,35.0,1.0,7.0,0,0.0,0.0,4610.08,0.0,107.3,9541.96,18497.34,135.86,14053.21,0,0.0,0.0,103.97,0.0,2.42,215.2,417.17,3.06,316.94
TZA_2014_177,76.0,60574.0,1366.11,0,0.0,0.0,2.0,2.0,1.0,5.0,40.0,1.0,15.0,0,0.0,0.0,3054.64,17.72,107.3,10876.38,19871.27,135.86,17516.32,0,0.0,0.0,68.89,0.4,2.42,245.29,448.15,3.06,395.04
TZA_2014_178,112.0,74701.97,1684.69,0,0.0,0.0,3.0,28.0,1.0,8.0,44.0,2.0,16.0,0,0.0,0.0,6104.15,5263.3,107.3,12456.31,21371.98,148.59,21283.81,0,0.0,0.0,137.66,118.7,2.42,280.92,481.98,3.35,480.0
TZA_2014_179,2.0,7299.69,164.62,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,7152.03,0.0,0.0,147.66,0.0,0.0,0.0,0,0.0,0.0,161.29,0.0,0.0,3.33,0.0,0.0,0.0
TZA_2014_18,2.0,10083.56,232.68,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,3102.47,0.0,0.0,0.0,6981.09,0.0,0.0,0.0,0,0.0,71.59,0.0,0.0,0.0,161.09,0.0,0.0,0.0
TZA_2014_180,174.0,83931.41,1892.79,0,0.0,0.0,3.0,62.0,1.0,10.0,52.0,4.0,23.0,0,0.0,0.0,5455.81,11343.34,107.3,12873.17,22892.44,221.83,23276.93,0,0.0,0.0,123.04,255.81,2.42,290.31,516.26,5.0,524.93
TZA_2014_181,8.0,15419.97,347.74,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,0,0.0,0.0,7404.77,0.0,0.0,3267.01,1606.73,0.0,2741.99,0,0.0,0.0,166.99,0.0,0.0,73.68,36.23,0.0,61.84
TZA_2014_182,75.0,65714.02,1481.93,0,0.0,0.0,3.0,4.0,1.0,8.0,40.0,1.0,12.0,0,0.0,0.0,8132.59,1755.46,107.3,12564.56,20602.38,135.86,17674.46,0,0.0,0.0,183.4,39.59,2.42,283.35,464.61,3.06,398.58
TZA_2014_183,173.0,80458.94,1814.42,0,0.0,0.0,3.0,62.0,1.0,10.0,52.0,4.0,23.0,0,0.0,0.0,6859.51,11343.34,107.3,12621.5,22892.44,221.83,22205.72,0,0.0,0.0,154.69,255.8,2.42,284.63,516.25,5.0,500.76
TZA_2014_184,7.0,12662.06,285.54,0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0,0.0,0.0,7087.59,0.0,404.43,5085.0,0.0,31.09,0.0,0,0.0,0.0,159.83,0.0,9.12,114.67,0.0,0.7,0.0
