id,total_count,total_length,total_density,count_primary,count_residential,count_intersection,count_pedestrian,count_track,count_service,count_living_street,count_secondary,count_tertiary,count_trunk,length_primary,length_residential,length_intersection,length_pedestrian,length_track,length_service,length_living_street,length_secondary,length_tertiary,length_trunk,density_primary,density_residential,density_intersection,density_pedestrian,density_track,density_service,density_living_street,density_secondary,density_tertiary,density_trunk
MLI_2014_0,8.0,20212.78,465.34,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2548.29,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58.67,0.0,0.0
MLI_2014_1,5.0,10454.02,240.81,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9485.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,218.49,0.0
MLI_2014_10,16.0,33523.11,773.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25014.69,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,576.99,0.0
MLI_2014_100,1.0,6651.95,154.77,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLI_2014_101,36.0,34720.49,807.83,1.0,0.0,0,0.0,12.0,0.0,0.0,0.0,8.0,0.0,5322.47,0.0,0,0.0,7371.38,0.0,0.0,0.0,5015.67,0.0,123.84,0.0,0,0.0,171.51,0.0,0.0,0.0,116.7,0.0
MLI_2014_102,4.0,10836.78,252.15,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4637.48,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.91,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLI_2014_103,3.0,12946.2,301.27,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12373.98,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,287.95,0.0
MLI_2014_104,167.0,74470.4,1733.48,2.0,43.0,0,0.0,105.0,0.0,0.0,1.0,9.0,0.0,8220.97,11144.6,0,0.0,41432.72,0.0,0.0,1074.25,7902.87,0.0,191.36,259.42,0,0.0,964.45,0.0,0.0,25.01,183.96,0.0
MLI_2014_105,7.0,16632.8,387.18,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLI_2014_106,212.0,116692.0,2716.85,1.0,14.0,0,0.0,168.0,0.0,0.0,1.0,11.0,0.0,3553.86,2837.1,0,0.0,85763.3,0.0,0.0,339.67,13904.54,0.0,82.74,66.05,0,0.0,1996.76,0.0,0.0,7.91,323.73,0.0
MLI_2014_107,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
