pub,college,veterinary,jeweller,laundry,police,telephone,park,swimming_pool,water_well,convenience,embassy,attraction,department_store,beauty_shop,gift_shop,hotel,camera_surveillance,butcher,school,community_centre,library,graveyard,shelter,hairdresser,optician,water_tower,theatre,car_wash,mobile_phone_shop,track,tower,sports_centre,bookshop,picnic_site,bicycle_shop,tourist_info,doctors,bench,town_hall,greengrocer,memorial,monument,artwork,camp_site,courthouse,water_works,public_building,cinema,food_court,fire_station,comms_tower,furniture_shop,stationery,mall,pharmacy,restaurant,playground,prison,bar,chemist,drinking_water,motel,museum,hostel,shoe_shop,toy_shop,recycling,pitch,supermarket,toilet,cafe,fast_food,chalet,atm,post_office,university,others,bakery,kindergarten,car_rental,guesthouse,waste_basket,post_box,nightclub,dentist,kiosk,doityourself,car_dealership,viewpoint,fountain,outdoor_shop,clothes,stadium,computer_shop,bank,florist,beverages,travel_agent,sports_shop,hospital,id
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,MLI_2014_0
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,MLI_2014_1
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,6.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,MLI_2014_10
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,4.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,MLI_2014_100
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,MLI_2014_101
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,MLI_2014_102
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,MLI_2014_103
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,9.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,3.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,MLI_2014_104
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,MLI_2014_105
0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,MLI_2014_106
